MIM	Gene	Phenotypes
610296	"NUDCD3, KIAA1068, NUDCL"	
608010	"NPC1L1, LDLCQ7"	"[Ezetimibe, nonresponse to], 617966 (3); [Low density lipoprotein cholesterol level QTL 7], 617966 (3)"
608023	"DDX56, NOH61"	
612038	TMED4	
613022	"OGDH, OGDHD"	"?Oxoglutarate dehydrogenase deficiency, 203740 (3), Autosomal recessive"
611196	"ZMIZ2, KIAA1886, ZIMP7"	
123840	PPIA	
608887	PURB	
600642	"MYO1G, HA2, HLA-HA2"	
607929	"CCM2, C7orf22, MGC4067"	"Cerebral cavernous malformations-2, 603284 (3), Autosomal dominant"
619419	"NACAD, KIAA0363"	
611325	"TBRG4, KIAA0948, CPR2"	
611335	SNORA5C	
605155	RAMP3	
147830	TTIM1	
103072	"ADCY1, DFNB44"	"?Deafness, autosomal recessive 44, 610154 (3), Autosomal recessive"
611563	Sep-13	
146730	IGFBP1	
146732	IGFBP3	
606825	"TNS3, TEM6"	
609721	"PKD1L1, HTX8"	"Heterotaxy, visceral, 8, autosomal, 617205 (3), Autosomal recessive"
603760	HUS1	
618984	"SUN3, SUNC1"	
191730	"UPP1, UP"	
607807	ABCA13	
613067	ALL2	"{Leukemia, acute lymphoblastic, susceptibility to, 2}, 613067 (2)"
611108	"VWC2, BRORIN"	
608498	"ZPBP, SP38, SPGF66"	"?Spermatogenic failure 66, 619799 (3), Autosomal recessive"
603023	"IKZF1, ZNFN1A1, IK1, LYF1, CVID13"	"Immunodeficiency, common variable, 13, 616873 (3), Autosomal dominant"
615383	FIGNL1	
107930	DDC	"Aromatic L-amino acid decarboxylase deficiency, 608643 (3), Autosomal recessive"
614676	CMH21	"Cardiomyopathy, hypertrophic, 21, 614676 (2), Autosomal dominant"
601523	"GRB10, RSS"	
610317	"COBL, KIAA0633"	
608658	HPC4	"{Prostate cancer, susceptibility to, 4}, 608658 (2)"
608345	NYS3	"Nystagmus 3, congenital, autosomal dominant, 608345 (2), Autosomal dominant"
609215	SEC61G	
131550	"EGFR, NISBD2"	"?Inflammatory skin and bowel disease, neonatal, 2, 616069 (3), Autosomal recessive; Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3), Autosomal dominant, Somatic mutation; Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3), Autosomal dominant, Somatic mutation; {Nonsmall cell lung cancer, susceptibility to}, 211980 (3), Autosomal dominant, Somatic mutation"
618217	"ELDR, LINC01156, FABL"	
612919	"LANCL2, TASP"	
611915	"VOPP1, ECOP, GASP"	
604239	"PSPHP1, PSPHL, CO9"	
612140	Sep-14	
616181	ZNF713	
611980	MRPS17	
603004	"NIPSNAP2, GBAS"	
172480	"PSPH, PSP, PSPHD"	"Phosphoserine phosphatase deficiency, 614023 (3), Autosomal recessive"
104613	"CCT6A, CCT6, HTR3, TCP20"	
607940	SUMF2	
172470	PHKG1	
616244	"CHCHD2, PARK22"	"Parkinson disease 22, autosomal dominant, 616710 (3), Autosomal dominant"
617444	"ZNF479, KR19"	
145290	HRX	
105800	ANIB1	"Aneurysm, intracranial berry, 1, 105800 (2), Autosomal dominant"
129900	EEC1	"?EEC syndrome-1, 129900 (2), Autosomal dominant"
610247	"EOE1, EE"	"{Esophagitis, eosinophilic, 1}, 610247 (2), Multifactorial"
603989	ZNF107	
604080	ZNF138	
604756	"ZNF273, HZF9"	
194624	ZNF117	
131170	ERV3	
603974	ZNF92	
608838	VKORC1L1	
611499	"GUSB, MPS7"	"Mucopolysaccharidosis VII, 253220 (3), Autosomal recessive"
608310	ASL	"Argininosuccinic aciduria, 207900 (3), Autosomal recessive"
606121	"CRCP, CGRPRCP, RCP"	
603125	TPST1	
611725	"KCTD7, EPM3, CLN14"	"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions, 611726 (3), Autosomal recessive"
609700	"RABGEF1, RABEX5"	
607444	"SBDS, SDS"	"{Aplastic anemia, susceptibility to}, 609135 (3); Shwachman-Diamond syndrome 1, 260400 (3), Autosomal recessive"
611243	TYW1	
607270	"KIAA0442, MRD26, AUTS2"	"Intellectual developmental disorder, autosomal dominant 26, 615834 (3), Autosomal dominant"
615137	"GALNACT17, GALNTL3, WBSCR17"	
607176	CALN1	
613729	"DEL7q11.23, C7DELq11.23"	"Chromosome 7q11.23 deletion syndrome, distal, 1.2Mb, 613729 (4)"
609757	"DUP7q11.23, C7DUPq11.23"	"Chromosome 7q11.23 duplication syndrome, 609757 (4), Autosomal dominant"
194050	"WBS, WMS, WS, DEL7q11, C7DELq11"	"Williams-Beuren syndrome, 194050 (4), Autosomal dominant"
615753	"POM121, POM121A, KIAA0618"	
612550	"TRIM74, TRIM50C"	
615732	"NSUN5, WBSCR20, WBSCR20A"	
612548	"TRIM50, TRIM50A"	
604839	FKBP6	
601766	"FZD9, FZD3"	
605681	"BAZ1B, WSTF, WBSCR9"	
605846	BCL7B	
605842	TBL2	
605678	"MLXIPL, WBSCR14, MONDOB, CHREBP"	
610039	"VPS37D, WBSCR24"	
618202	"DNAJC30, WBSCR18, LHONAR, MC1DN38"	"Leber hereditary optic neuropathy, autosomal recessive, 619382 (3), Autosomal recessive"
615733	"BUD23, WBSCR22, MERM1"	
186590	"STX1A, STX1"	
612545	WBSCR26	
602910	"CLDN3, CPETR2"	
602909	"CLDN4, CPETR1, CPER"	
612546	WBSCR27	
612547	WBSCR28	
130160	"ELN, SVAS, ADCL1"	"Cutis laxa, autosomal dominant, 123700 (3), Autosomal dominant; Supravalvar aortic stenosis, 185500 (3), Autosomal dominant"
601329	LIMK1	
603431	"EIF4H, WBSCR1, WSCR1"	
615070	MIR590	
605719	"LAT2, WBSCR5, LAB, NTAL"	
600404	RFC2	
603432	"CLIP2, CYLN2, WBSCR4, WSCR4"	
604318	"GTF2IRD1, GTF3, MUSTRD1, WBS"	
601679	"GTF2I, BAP135, WBS"	
608512	"NCF1, CGD1"	"Chronic granulomatous disease 1, autosomal recessive, 233700 (3), Autosomal recessive"
608899	GTF2IRD2	
617033	"CASTOR2, GATSL2"	
608900	GTF2IRD1B	
612549	"TRIM73, TRIM50B"	
615754	"POM121C, POM121-2"	
601767	HIP1	
604697	"CCL26, SCYA26"	
602495	"CCL24, SCYA24, MPIF2"	
615203	RHBDD2	
124015	POR	"Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis, 201750 (3), Autosomal recessive; Disordered steroidogenesis due to cytochrome P450 oxidoreductase, 613571 (3)"
616550	"TMEM120A, TMPIT, NET29"	
616695	"STYXL1, MKSTYX, DUSP24"	
154100	"MDH2, DEE51"	"Developmental and epileptic encephalopathy 51, 617339 (3), Autosomal recessive"
602195	"HSPB1, HSP27, CMT2F, HMN2B"	"Neuronopathy, distal hereditary motor, type IIB, 608634 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2F, 606595 (3), Autosomal dominant"
605356	"YWHAG, DEE56"	"Developmental and epileptic encephalopathy 56, 617665 (3), Autosomal dominant"
607639	"SSC4D, SRCRB4D"	
182889	"ZP3, ZP3A, ZP3B, OOMD3"	"Oocyte maturation defect 3, 617712 (3), Autosomal dominant"
613141	"DTX2, KIAA1528"	
611887	"UPK3B, UPIIIB, P35"	
600587	POMZP3	
619829	"CCDC146, KIAA1505"	
605351	FGL2	
613552	"GSAP, PION"	
600079	"PTPN12, PTPG1"	"Colon cancer, somatic, 114500 (3)"
616048	APTR	
616785	PHTF2	
608950	"MAGI2IT, PR47"	
154276	MHS3	"{Malignant hyperthermia susceptibility 3}, 154276 (2), Autosomal dominant"
612223	STQTL11	"{Stature QTL 11}, 612223 (2)"
606382	"MAGI2, AIP1, KIAA0705, NPHS15"	"Nephrotic syndrome, type 15, 617609 (3), Autosomal recessive"
139310	"GNAI1, NEDHISB"	"Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities, 619854 (3), Autosomal dominant"
139395	"GNAT3, GDCA"	
173510	"CD36, CHDS7, BDPLT10"	"Platelet glycoprotein IV deficiency, 608404 (3), Autosomal recessive; {Coronary heart disease, susceptibility to, 7}, 610938 (3); {Malaria, cerebral, susceptibility to}, 611162 (3); {Malaria, cerebral, reduced risk of}, 611162 (3)"
602645	SEMA3C	
142409	"HGF, DFNB39"	"Deafness, autosomal recessive 39, 608265 (3), Autosomal recessive"
114204	"CACNA2, CACNL2A"	
604918	"PCLO, PCH3"	"?Pontocerebellar hypoplasia, type 3, 608027 (3), Autosomal recessive"
608166	"SEMA3E, SEMAH, KIAA0331"	"?CHARGE syndrome, 214800 (3), Autosomal dominant"
603961	"SEMA3A, SEMAD, COLL1, HH16"	"{Hypogonadotropic hypogonadism 16 with or without anosmia}, 614897 (3), Autosomal dominant"
609907	SEMA3D	
601115	GRM3	
614048	"ELAPOR2, KIAA1324L, EIG121L"	
608491	"DMTF1, DMP1"	
616993	"TMEM243, C7orf23, MMTRAG"	
616403	TP53TG1	
606090	"CROT, COT"	
171060	"ABCB4, PGY3, MDR3, ICP3"	"Gallbladder disease 1, 600803 (3), Autosomal recessive, Autosomal dominant; Cholestasis, intrahepatic, of pregnancy, 3, 614972 (3), Autosomal recessive, Autosomal dominant; Cholestasis, progressive familial intrahepatic 3, 602347 (3), Autosomal recessive"
171050	"ABCB1, PGY1, MDR1, IBD13, CLCs"	"{Inflammatory bowel disease 13}, 612244 (3); {Colchicine resistance}, 120080 (3)"
617295	"RUNDC3B, RPIP9"	
610821	SLC25A40	
604281	"DBF4, ASK"	
603709	"ADAM22, DEE61"	"Developmental and epileptic encephalopathy 61, 617933 (3), Autosomal recessive"
182520	"SRI, SCN"	
611098	"STEAP4, STAMP2, TIARP"	
604415	STEAP1	
605094	"STEAP2, STAMP1, IPCA1, PCANAP1"	
617949	"CFAP69, C7orf63, SPGF24"	"Spermatogenic failure 24, 617959 (3), Autosomal recessive"
610920	"GTPBP10, OBGH2"	
611232	CLKDN12	
610679	"CDK14, PFTK1, PFTAIRE1, KIAA0834"	
603408	FZD1	
602318	MTERF	
604001	"AKAP9, YOTIAO, AKAP450, LQT11"	"?Long QT syndrome 11, 611820 (3), Autosomal dominant"
601637	"CYP51A1, CYP51"	
604214	"KRIT1, CCM1, CAM"	"Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations, 116860 (3), Autosomal dominant; Cerebral cavernous malformations-1, 116860 (3), Autosomal dominant; Cavernous malformations of CNS and retina, 116860 (3), Autosomal dominant"
614518	"GATAD1, ODAG, CMD2B"	"?Cardiomyopathy, dilated, 2B, 614672 (3), Autosomal recessive"
604659	"ERVW1, ERVWE1, HERVW"	
602136	"PEX1, ZWS1, PBD1A, PBD1B, HMLR1"	"Heimler syndrome 1, 234580 (3), Autosomal recessive; Peroxisome biogenesis disorder 1B (NALD/IRD), 601539 (3), Autosomal recessive; Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3), Autosomal recessive"
603368	"CDK6, PLSTIRE, MCPH12"	"?Microcephaly 12, primary, autosomal recessive, 616080 (3), Autosomal recessive"
610456	"SAMD9, NFTC, MIRAGE, M7MLS2"	"Tumoral calcinosis, familial, normophosphatemic, 610455 (3), Autosomal recessive; Monosomy 7 myelodysplasia and leukemia syndrome 2, 619041 (3), Autosomal dominant; MIRAGE syndrome, 617053 (3), Autosomal dominant"
611170	"SAMD9L, ATXPC, M7MLS1, SCA49"	"Ataxia-pancytopenia syndrome, 159550 (3), Autosomal dominant; Monosomy 7 myelodysplasia and leukemia syndrome 1, 252270 (3), Autosomal dominant; Spinocerebellar ataxia 49, 619806 (3), Autosomal dominant"
614133	"HEPACAM2, MIKI"	
616465	"VPS50, CCDC132, KIAA1861, NEDMSC"	"Neurodevelopmental disorder with microcephaly, seizures, and neonatal cholestasis, 619685 (3), Autosomal recessive"
114131	"CALCR, CRT"	"{Osteoporosis, postmenopausal, susceptibility}, 166710 (3), Autosomal dominant"
614523	MIR489	
600033	TFPI2	
189970	GNGT1	
604390	GNG11	
605456	BET1	
120160	"COL1A2, EDSCV, EDSARTH2"	"Osteogenesis imperfecta, type III, 259420 (3), Autosomal dominant; {Osteoporosis, postmenopausal}, 166710 (3), Autosomal dominant; Ehlers-Danlos syndrome, arthrochalasia type, 2, 617821 (3), Autosomal dominant; Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2, 619120 (3), Autosomal dominant; Ehlers-Danlos syndrome, cardiac valvular type, 225320 (3), Autosomal recessive; Osteogenesis imperfecta, type IV, 166220 (3), Autosomal dominant; Osteogenesis imperfecta, type II, 166210 (3), Autosomal dominant"
611686	"CASD1, C7orf12"	
604149	"SGCE, DYT11"	"Dystonia-11, myoclonic, 159900 (3), Autosomal dominant"
609810	"PEG10, KIAA1051"	
602468	"PPP1R9A, NRBI, NRB1, KIAA1222"	
168820	"PON1, PON, ESA, MVCD5"	"{Coronary artery spasm 2, susceptibility to} (3); {Organophosphate poisoning, sensitivity to} (3); {Coronary artery disease, susceptibility to} (3); {Microvascular complications of diabetes 5}, 612633 (3)"
602720	PON3	
602447	PON2	"{Coronary artery disease, susceptibility to} (3)"
605761	ASB4	
602527	PDK4	
603772	DNCI1	
603859	"SLC25A13, CTLN2, NICCD"	"Citrullinemia, type II, neonatal-onset, 605814 (3), Autosomal recessive; Citrullinemia, adult-onset type II, 603471 (3), Autosomal recessive"
601285	"SEM!, DSS1"	
600030	DLX6	
600028	"DLX5, SHFM1D, SHFM1"	"Split-hand/foot malformation 1, 183600 (3), Autosomal dominant; ?Split-hand/foot malformation 1 with sensorineural hearing loss, 220600 (3), Autosomal recessive"
615773	"SDHAF3, ACN9"	
162320	"TAC1, TAC2, NKNA"	
108370	"ASNS, ASNSD"	"Asparagine synthetase deficiency, 615574 (3), Autosomal recessive"
610989	"LMTK2, KPI2, BREK, KIAA1079"	
608606	"BHLHA15, MIST1"	
614781	"TECPR1, KIAA1358"	
615628	BRI3	
611877	"BAIAP2L1, IRTKS"	
209850	AUTS1	"{Autism susceptibility 1}, 209850 (2), Multifactorial, Isolated cases"
148750	G7P1	
612130	GAEC1	
191390	IBD11	"{Inflammatory bowel disease 11}, 191390 (2), Multifactorial"
605633	MUC3B	
608580	MYH16	
608562	PAPA4	"Polydactyly, postaxial, type A4, 608562 (2)"
607458	"SCA18, SMNA"	"Spinocerebellar ataxia 18, 607458 (2), Autosomal dominant"
617677	ZASP	
600750	NPTX2	
603015	"TRRAP, DEDDFA, DFNA75"	"?Deafness, autosomal dominant 75, 618778 (3), Autosomal dominant; Developmental delay with or without dysmorphic facies and autism, 618454 (3), Autosomal dominant"
605568	SMURF1	
614107	KPNA7	
604220	"ARPC1A, SOP2L"	
604223	"ARPC1B, ARC41, IMD71"	"Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia, 617718 (3), Autosomal recessive"
607075	"PDAP1, PAP1, PAP"	
603477	"BUD31, G10"	
614774	"PTCD1, KIAA0632"	
603052	"CPSF4, CPSF30, NEB1"	
619792	"ATP5MF, ATP5JL, ATP5J2"	
619300	ZNF394	
611272	"ZKSCAN5, ZFP95, KIAA1015"	
617891	"ZNF655, VIK"	
605325	"CYP3A5, P450PCN3"	"{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3), Multifactorial"
605340	CYP3A7	
124010	"CYP3A4, VDDR3"	"Vitamin D-dependent rickets, type 3, 619073 (3), Autosomal dominant"
606534	CYP3A43	
611925	"GJC3, CX30.2, CX31.3"	
194460	"AZGP1, ZAG"	
601260	"ZNF36, KOX18"	
601261	"ZNF38, KOX25"	
194510	ZNF3	
614729	"COPS6, CSN6"	
600592	"MCM7, MCM2"	
612150	"MIR25, MIRN25"	
612984	"MIR93, MIRN9"	
612983	"MIR106B, MIRN106B"	
602296	"AP4M1, SPG50, CPSQ3"	"Spastic paraplegia 50, autosomal recessive, 612936 (3), Autosomal recessive"
602955	"TAF6, TAF2E, TAFII80, ALYUS"	"Alazami-Yuan syndrome, 617126 (3), Autosomal recessive"
610047	"CNPY4, PRAT4B, MGC40499"	
618834	"LAMTOR4, C7orf59"	
618350	"MAP11, C7orf43, MCPH25"	"?Microcephaly 25, primary, autosomal recessive, 618351 (3), Autosomal recessive"
608235	GAL3ST4	
618446	GPC2	
608489	"STAG3, POF8, SPGF61"	"Spermatogenic failure 61, 619672 (3), Autosomal recessive; Premature ovarian failure 8, 615723 (3), Autosomal recessive"
617012	"PVRIG, CD112R, C7orf15"	
617625	"SPDYE3, SPDYB2"	
605038	"PMS2P1, PMS2L1, PMS3"	
605342	PILRB	
605341	PILRA	
618900	ZCWPW1	
611478	"MEPCE, BCDIN3"	
618937	"PPP1R35, C7orf47"	
619782	"SPACDR, C7orf61"	
611914	"TSC22D4, THG1"	
615477	NYPA1	
604019	"AGFG2, HRBL, RABR"	
619230	SAP25	
609097	"FBXO24, FBX24"	
600270	PCOLCE	
609125	MOSPD3	
604720	"TFR2, HFE3"	"Hemochromatosis, type 3, 604250 (3), Autosomal recessive"
612458	"ACTL6B, BAF53B, IDDSSAD, DEE76"	"Developmental and epileptic encephalopathy 76, 618468 (3), Autosomal recessive; Intellectual developmental disorder with severe speech and ambulation defects, 618470 (3), Autosomal dominant"
139390	"GNB2, SSS4; NEDHYDF"	"Neurodevelopmental disorder with hypotonia and dysmorphic facies, 619503 (3), Autosomal dominant; ?Sick sinus syndrome 4, 619464 (3), Autosomal dominant"
612064	GIGYF1	
606113	"POP7, RPP20"	
133170	"EPO, MVCD2, ECYT5, DBAL"	"{Microvascular complications of diabetes 2}, 612623 (3); Erythrocytosis, familial, 5, 617907 (3), Autosomal dominant; ?Diamond-Blackfan anemia-like, 617911 (3), Autosomal recessive"
602372	ZAN	
600011	"EPHB4, HTK, MYK1, HFASD, CMAVM2, LMPHM7"	"Capillary malformation-arteriovenous malformation 2, 618196 (3), Autosomal dominant; Lymphatic malformation 7, 617300 (3), Autosomal dominant"
616861	"SLC12A9, CIP1, CCC6"	
602933	"TRIP6, OIP1"	
614469	"SRRT, ARS2"	
611481	UFSP1	
100740	"ACHE, YT"	"[Blood group, Yt system], 112100 (3)"
158371	MUC3A	
604609	"MUC12, MUC11"	
608424	MUC17	
616996	TRIM56	
173360	"PAI1, PLANH1, SERPINE1"	"Plasminogen activator inhibitor-1 deficiency, 613329 (3), Autosomal recessive, Autosomal dominant; {Transcription of plasminogen activator inhibitor, modulator of} (3)"
603531	"AP1S1, CLAPS1, AP19, MEDNIK"	"MEDNIK syndrome, 609313 (3), Autosomal recessive"
602186	VGF	
615783	NAT16	
610184	"MOGAT3, MGAT3"	
603066	"PLOD3, LH3"	"Lysyl hydroxylase 3 deficiency, 612394 (3), Autosomal recessive"
618617	"ZNHIT1, ZNFN4A1"	
615778	CLDN15	
609003	"FIS1, TTC11"	
618575	"EMSLR, EMS"	
608927	"EMID2, EMU2, COL26A1"	
617177	"MYL10, PLRLC"	
116896	"CUX1, CUTL1, CDP, GDDI"	"Global developmental delay with or without impaired intellectual development, 618330 (3), Autosomal dominant"
605300	APS	
617458	"PRKRIP1, C114"	
610929	"ORAI2, MEM142B, C7orf19"	
613302	"ALKBH4, ABH4"	
615167	"LRWD1, ORCA"	
604150	POLR2J	
617624	"SPDYE2, SPDYB2L1"	
607943	"RASA4, CAPRI, GAPL, KIAA0538"	
609881	"POLR2J2, RPB11"	
609080	"EBXL13, FBL13"	
618749	LRRC17	
612133	NFE4	
611864	"ARMC10, SVH"	
612334	NAPEPLD	
603131	"PMPCB, MPPB"	"Multiple mitochondrial dysfunctions syndrome 6, 617954 (3), Autosomal recessive"
605502	"DNAJC2, ZRF1, MPP11"	
154365	"PSMC2, MSS1, S7"	
604943	"SLC26A5, PRES, DFNB61"	"?Deafness, autosomal recessive 61, 613865 (3), Autosomal recessive"
600514	"RELN, RL, LIS2, ETL7"	"{Epilepsy, familial temporal lobe, 7}, 616436 (3), Autosomal dominant; Lissencephaly 2 (Norman-Roberts type), 257320 (3), Autosomal recessive"
602331	"ORC5, ORC5L"	
609719	LHFPL3	
609915	CMD1Q	"Cardiomyopathy, dilated, 1Q, 609915 (2)"
614646	MPVQTL6	"Mean platelet volume QTL6, 614646 (2)"
608444	"KMT2E, MLL5, ODLURO"	"O'Donnell-Luria-Rodan syndrome, 618512 (3), Autosomal dominant"
602980	SRPK2	
616261	"PUS7, KIAA1897, IDDABS"	"Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature, 618342 (3), Autosomal recessive"
610089	"RINT1, ILFS3"	"Infantile liver failure syndrome 3, 618641 (3), Autosomal recessive"
615610	CDHR3	
616665	"SYPL1, SYPL"	
608764	"NAMPT, PBEF1, VF, PBEF"	
601232	"PIK3CG, IMD97"	"Immunodeficiency 97 with autoinflammation, 619802 (3), Autosomal recessive"
176912	PRKAR2B	
616714	HBP1	
606821	"COG5, GOLTC1, GTC90, CDG2I"	"Congenital disorder of glycosylation, type IIi, 613612 (3), Autosomal recessive"
601910	GPR22	
619612	"BCAP29, BAP29, B29"	
605646	"SLC26A4, PDS, DFNB4, EVA, TDH2B"	"Deafness, autosomal recessive 4, with enlarged vestibular aqueduct, 600791 (3), Autosomal recessive; Pendred syndrome, 274600 (3), Autosomal recessive"
606872	"CBLL1, HAKAI, RNF188"	
126650	"SLC26A3, DRA, CLD"	"Diarrhea 1, secretory chloride, congenital, 214700 (3), Autosomal recessive"
611015	AUTS9	"{Autism, susceptibility to, 9}, 611015 (2)"
603678	DFNB14	"Deafness, autosomal recessive 14, 603678 (2), Autosomal recessive"
603010	DFNB17	"Deafness, autosomal recessive 17, 603010 (2), Autosomal recessive"
238331	"DLD, LAD, PHE3, DLDD"	"Dihydrolipoamide dehydrogenase deficiency, 246900 (3), Autosomal recessive"
150240	"LAMB1, LIS5"	"Lissencephaly 5, 615191 (3), Autosomal recessive"
616380	LAMB4	
601581	"NRCAM, NEDNMS"	"Neurodevelopmental disorder with neuromuscular and skeletal abnormalities, 619833 (3), Autosomal recessive"
612123	"PNPLA8, MMLA"	"?Mitochondrial myopathy with lactic acidosis, 251950 (3), Autosomal recessive"
612534	THAP5	
602634	"DNAJB9, MDG1"	
605977	"IMMP2L, IMP2"	
619748	"LRRN3, NLRR3"	
607679	"DOCK4, KIAA0716"	
605465	ZNF277	
603502	IFRD1	
617855	"BMT2, SAMTOR, C7orf60"	
605188	"GPR85, SREB2"	
600917	"PPP1R3A, PPP1R3"	"Insulin resistance, severe, digenic, 125853 (3), Autosomal dominant"
605317	"FOXP2, SPCH1, TNRC10, CAGH44"	"Speech-language disorder-1, 602081 (3), Autosomal dominant"
614511	"MDFIC, HIC"	
604732	"TFEC, TFECL"	
606085	TES	
601048	CAV2	
601047	"CAV1, BSCL3, CGL3, PPH3, LCCNS"	"?Lipodystrophy, congenital generalized, type 3, 612526 (3), Autosomal recessive; Pulmonary hypertension, primary, 3, 615343 (3), Autosomal dominant; Lipodystrophy, familial partial, type 7, 606721 (3), Autosomal dominant"
164860	"MET, DFNB97, OSFD"	"Renal cell carcinoma, papillary, 1, familial and somatic, 605074 (3); Hepatocellular carcinoma, childhood type, somatic, 114550 (3); {Osteofibrous dysplasia, susceptibility to}, 607278 (3), Autosomal dominant; ?Deafness, autosomal recessive 97, 616705 (3), Autosomal recessive"
601571	"CAPZA2, CAPPA2"	
600833	"ST7, TSG7, RAY1, FAM4A1"	
147870	"WNT2, INT1L1"	
605797	"ASZ1, ALP1, ANKL1, GASZ"	
602421	"CFTR, ABCC7, CF, MRP7"	"Cystic fibrosis, 219700 (3), Autosomal recessive; Sweat chloride elevation without CF (3); Congenital bilateral absence of vas deferens, 277180 (3), Autosomal recessive; {Pancreatitis, hereditary}, 167800 (3), Autosomal dominant; {Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3), Autosomal dominant; {Hypertrypsinemia, neonatal} (3)"
606256	STQTL2	"{Stature QTL 2}, 606256 (2)"
609772	"CTTNBP2, CORTBP2, KIAA1758"	
607288	LSM8	
610731	ANKRD7	
605410	"KCND2, KIAA1044"	
613138	"TSPAN12, NET2, EVR5"	"Exudative vitreoretinopathy 5, 613310 (3), Autosomal dominant"
607493	"ING3, P47ING3"	
606267	WNT16	
608618	FAM3C	
176891	"PTPRZ1, PTP18"	
605113	AASS	"Hyperlysinemia, 238700 (3), Autosomal recessive"
613301	"FEZF1, FEZ, ZNF312B, HH22"	"Hypogonadotropic hypogonadism 22, with or without anosmia, 616030 (3), Autosomal recessive"
609978	"CADPS2, KIAA1591"	
604867	"TAS2R16, T2R16, BGLPT"	"{Alcohol dependence, susceptibility to}, 103780 (3), Multifactorial; [Beta-glycopyranoside tasting], 617956 (3), Autosomal dominant"
606193	"SLC13A1, NAS1"	
601677	"NDUFA5, UQOR13"	
619757	ASB15	
608006	"LMOD2, CLMOD, CMD2G"	"Cardiomyopathy, dilated, 2G, 619897 (3), Autosomal recessive"
605056	"WASL, NWASP"	
604510	HYAL4	
600930	SPAM1	
602583	GPR37	
606478	"POT1, CMM10, GLM9"	"{Glioma susceptibility 9}, 616568 (3), Autosomal dominant; {Melanoma, cutaneous malignant, susceptibility to, 10}, 615848 (3), Autosomal dominant"
601116	GRM8	
613063	BCC6	"{Basal cell carcinoma, susceptibility to, 6}, 613063 (2)"
600676	CATR1	
614220	PBC4	"Biliary cirrhosis, primary, 4, 614220 (2)"
609573	PPR3	"Photoparoxysmal response 3, 609573 (2)"
613909	SCA32	"Spinocerebellar ataxia 32, 613909 (2), Autosomal dominant"
607418	"GCC1, GCC88"	
103188	ARF5	
615800	FSCN3	
167413	"PAX4, MODY9, KPD"	"{Diabetes mellitus, ketosis-prone, susceptibility to}, 612227 (3), Autosomal recessive, Autosomal dominant; Maturity-onset diabetes of the young, type IX, 612225 (3); Diabetes mellitus, type 2, 125853 (3), Autosomal dominant"
602181	"P100, SND1"	
610486	LRRC4	
164160	"LEP, OB, LEPD"	"Obesity, morbid, due to leptin deficiency, 614962 (3), Autosomal recessive"
612074	"RBM28, ANES"	"?Alopecia, neurologic defects, and endocrinopathy syndrome, 612079 (3), Autosomal recessive"
146690	"IMPDH1, RP10, LCA11"	"Retinitis pigmentosa 10, 180105 (3), Autosomal dominant; Leber congenital amaurosis 11, 613837 (3), Autosomal dominant"
617905	"HILPDA, HIG2"	
607846	"METTL2B, METL"	
619904	"GARIN1A, GARI, FAM71F2"	
619905	"GARIN1B, GARIL1, FAM71F1"	
603420	CALU	
613522	"OPN1SW, BCP, CBT"	"Colorblindness, tritan, 190900 (3), Autosomal dominant"
611902	"CCDC136, NAG6, KIAA1793"	
102565	"FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5"	"Cardiomyopathy, familial hypertrophic, 26, 617047 (3), Autosomal dominant; Cardiomyopathy, familial restrictive 5, 617047 (3), Autosomal dominant; Myopathy, distal, 4, 614065 (3), Autosomal dominant; Myopathy, myofibrillar, 5, 609524 (3), Autosomal dominant"
607160	ATP6V1F	
609344	KCP	
607218	"IRF5, IBD14, SLEB10"	"{Inflammatory bowel disease 14}, 612245 (3); {Systemic lupus erythematosus, susceptibility to, 10}, 612251 (3)"
610032	"TNPO3, TRNSR, LGMDD2"	"Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423 (3), Autosomal dominant"
610120	"TSPAN33, PEN"	
601500	"SMO, SMOH, CRJS, PHLS"	"Pallister-Hall-like syndrome, 241800 (3), Autosomal recessive; Basal cell carcinoma, somatic, 605462 (3); Curry-Jones syndrome, somatic mosaic, 601707 (3)"
616520	AHCYL2	
617919	"STRIP2, FAR11B, FAM40B"	
146450	HYSP3	"Hypospadias 3, autosomal, 146450 (2), Multifactorial, Autosomal dominant"
600879	NRF1	
611607	"MIR182, MIRN182"	
611606	"MIR96, MIRN96, DFNA50"	"Deafness, autosomal dominant 50, 613074 (3), Autosomal dominant"
611608	"MIR183, MIRN183"	
601082	"UBE2H, UBCH2, UBC8"	
